compound,Tc,source
TiAu4,[1.51],['10.1016/j.cplett.2014.07.018']
ZnAs,"[0.9, 1.02]","['10.1016/j.physb.2023.414722', '10.1016/j.physb.2023.414722']"
GaTe,"[0.87, 1.41, 1.997]","['10.1016/j.spmi.2020.106435', '10.1016/j.jallcom.2020.154965', '10.1016/j.jallcom.2020.154965']"
TiO2,"[0.08, 0.12, 0.2, 0.2, 0.78, 0.86, 0.9, 1.16, 1.165, 1.17, 1.18, 1.19, 1.2, 1.3, 1.6, 1.8, 1.81, 1.82, 1.83, 1.85, 1.86, 1.89, 1.93, 1.95, 1.97, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.02, 2.028, 2.04, 2.1, 2.1, 2.1, 2.102, 2.116, 2.12, 2.15, 2.16, 2.18, 2.18, 2.2, 2.2, 2.2, 2.215, 2.22, 2.27, 2.28, 2.29, 2.34, 2.39, 2.4, 2.4, 2.4, 2.41, 2.44, 2.44, 2.47, 2.48, 2.49, 2.5, 2.55, 2.55, 2.595, 2.61, 2.7, 2.7, 2.73, 2.766, 2.78, 2.78, 2.79, 2.83, 2.84, 2.86, 2.9, 2.9, 2.933, 2.9400000000000004, 2.96, 2.96, 2.99, 2.99, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.01, 3.02, 3.02, 3.04, 3.05, 3.05, 3.06, 3.06, 3.06, 3.06, 3.08, 3.08, 3.09, 3.09, 3.1, 3.1, 3.1, 3.1, 3.1, 3.1, 3.1, 3.1, 3.1, 3.1, 3.1, 3.12, 3.12, 3.12, 3.13, 3.16, 3.18, 3.18, 3.18, 3.18, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.209, 3.21, 3.21, 3.22, 3.22, 3.23, 3.23, 3.23, 3.23, 3.24, 3.24, 3.25, 3.26, 3.26, 3.26, 3.27, 3.3, 3.3, 3.3, 3.3, 3.3, 3.3, 3.35, 3.37, 3.38, 3.4, 3.46, 3.46, 3.46, 3.54, 3.54, 3.65, 3.66, 3.75, 3.78, 3.78, 3.8, 3.9, 4.0, 4.0, 4.05, 4.2, 4.27, 4.3, 4.46, 4.5, 4.5, 4.6, 4.8, 5.0, 5.41, 6.0, 6.5, 6.55, 8.36, 8.42]","['10.1016/j.ceramint.2020.05.170', '10.1016/j.tsf.2020.138437', '10.1016/j.matchemphys.2008.08.083', '10.1016/j.jallcom.2011.11.002', '10.1016/j.jallcom.2011.11.002', '10.1016/j.commatsci.2010.05.034', '10.1016/j.materresbull.2013.04.002', '10.1016/j.materresbull.2013.04.002', '10.1016/j.materresbull.2013.04.002', '10.1016/j.apsusc.2008.07.031', '10.1016/j.jallcom.2017.02.055', '10.1016/j.synthmet.2010.06.029', '10.1016/j.physleta.2015.04.044', '10.1016/j.jpcs.2019.109107', '10.1016/j.jphotochem.2005.11.018', '10.1016/j.apsusc.2017.04.001', '10.1016/j.matchemphys.2018.01.041', '10.1016/j.ijleo.2023.170565', '10.1016/j.electacta.2020.136720', '10.1016/j.physe.2017.10.011', '10.1016/j.jphotochem.2020.113091', '10.1016/j.jmmm.2013.02.010', '10.1016/j.optmat.2022.112930', '10.1016/j.physleta.2015.12.027', '10.1016/j.materresbull.2015.06.008', '10.1016/j.mtcomm.2022.105144', '10.1016/j.mtcomm.2022.105144', '10.1016/j.mssp.2015.01.046', '10.1016/j.jlumin.2018.06.042', '10.1016/j.physe.2008.12.018', '10.1016/j.physe.2008.12.018', '10.1016/j.physe.2008.12.018', '10.1016/j.physe.2008.12.018', '10.1016/j.apsusc.2017.08.053', '10.1016/j.jssc.2012.01.004', '10.1016/j.apcatb.2018.10.031', '10.1016/j.mssp.2014.09.001', '10.1016/j.apcata.2019.03.002', '10.1016/j.compositesb.2022.110151', '10.1016/j.commatsci.2004.02.029', '10.1016/j.apsusc.2018.02.101', '10.1016/j.cocom.2022.e00672', '10.1016/j.jssc.2011.05.036', '10.1016/j.jssc.2011.05.036', '10.1016/j.jssc.2011.05.036', '10.1016/j.jssc.2011.05.036', '10.1016/j.matchemphys.2019.121874', '10.1016/j.jpowsour.2023.232657', '10.1016/j.actamat.2018.11.017', '10.1016/j.actamat.2018.11.017', '10.1016/j.commatsci.2016.12.029', '10.1016/j.jssc.2015.07.006', '10.1016/j.physe.2016.03.016', '10.1016/j.physe.2016.03.016', '10.1016/j.physe.2016.03.016', '10.1016/j.physe.2016.03.016', '10.1016/j.ijhydene.2013.11.090', '10.1016/j.commatsci.2017.01.049', '10.1016/j.jallcom.2011.03.012', '10.1016/j.jpcs.2018.10.005', '10.1016/j.jpcs.2010.08.021', '10.1016/j.jpcs.2010.08.021', '10.1016/j.jpcs.2010.08.021', '10.1016/S0368-2048(96)03083-6', '10.1016/j.ijhydene.2016.06.077', '10.1016/j.jssc.2016.01.002', '10.1016/j.apcatb.2013.04.061', '10.1016/j.vacuum.2014.12.011', '10.1016/j.jphotochemrev.2014.10.005', '10.1016/j.ssc.2022.115059', '10.1016/j.ssc.2022.115059', '10.1016/j.ssc.2022.115059', '10.1016/j.ssc.2022.115059', '10.1016/j.mejo.2005.02.093', '10.1016/j.comptc.2013.05.013', '10.1016/j.apsusc.2021.151647', '10.1016/j.nimb.2015.08.045', '10.1016/S0370-1573(01)00018-7', '10.1016/j.jnlest.2020.100019', '10.1016/j.ijleo.2020.164342', '10.1016/j.ceramint.2016.05.200', '10.1016/j.ceramint.2016.05.200', '10.1016/j.jre.2021.08.007', '10.1016/j.ceramint.2015.06.129', '10.1016/j.ceramint.2015.06.129', '10.1016/j.energy.2016.08.027', '10.1016/j.physb.2011.05.061', '10.1016/j.ssc.2015.11.024', '10.1016/j.solidstatesciences.2015.05.007', '10.1016/j.solidstatesciences.2015.05.007', '10.1016/j.cocom.2016.03.001', '10.1016/j.commatsci.2014.10.041', '10.1016/j.commatsci.2014.10.041', '10.1016/j.optmat.2022.112205', '10.1016/j.optmat.2022.112205', '10.1016/j.apsusc.2010.10.107', '10.1016/j.theochem.2004.10.008', '10.1016/j.commatsci.2020.109843', '10.1016/j.cplett.2019.136624', '10.1016/j.cplett.2019.136624', '10.1016/j.mcat.2022.112810', '10.1016/j.matchemphys.2020.123285', '10.1016/j.matchemphys.2020.123285', '10.1016/j.apsusc.2022.155186', '10.1016/j.solener.2016.10.004', '10.1016/S0272-8842(97)00056-4', '10.1016/j.rinp.2019.01.081', '10.1016/j.mtphys.2022.100658', '10.1016/j.ijleo.2013.12.010', '10.1016/j.matpr.2020.07.474', '10.1016/j.ssc.2015.09.011', '10.1016/j.apsusc.2021.151564', '10.1016/j.physe.2018.08.012', '10.1016/j.cjph.2017.10.004', '10.1016/j.tsf.2003.08.054', '10.1016/j.mssp.2014.12.057', '10.1016/j.chemphys.2017.11.021', '10.1016/j.mtcomm.2021.102924', '10.1016/j.mtcomm.2021.102924', '10.1016/j.cocom.2021.e00576', '10.1016/j.cocom.2021.e00576', '10.1016/j.cplett.2008.04.124', '10.1016/j.physb.2012.01.085', '10.1016/j.cplett.2013.02.070', '10.1016/j.susc.2017.09.011', '10.1016/j.matchemphys.2010.12.047', '10.1016/j.matpr.2022.05.451', '10.1016/j.matpr.2022.05.451', '10.1016/j.apsusc.2009.11.046', '10.1016/j.cap.2019.11.002', '10.1016/j.apsusc.2019.143895', '10.1016/j.matlet.2021.131000', '10.1016/j.matlet.2021.131000', '10.1016/j.matlet.2021.131000', '10.1016/j.molstruc.2017.04.045', '10.1016/j.apcatb.2017.11.028', '10.1016/j.cplett.2005.12.036', '10.1016/j.optmat.2022.113183', '10.1016/j.physb.2021.413443', '10.1016/S0022-3697(02)00479-1', '10.1016/j.solidstatesciences.2015.03.022', '10.1016/j.apsusc.2007.03.024', '10.1016/j.susc.2012.09.019', '10.1016/j.solmat.2011.03.048', '10.1016/j.cocom.2021.e00607', '10.1016/j.physb.2011.12.114', '10.1016/j.solener.2018.01.056', '10.1016/j.apcatb.2009.04.021', '10.1016/j.apsusc.2020.147793', '10.1016/j.apsusc.2020.147793', '10.1016/j.ijleo.2019.163789', '10.1016/S0039-6028(03)00020-7', '10.1016/j.mee.2016.05.006', '10.1016/j.mee.2016.05.006', '10.1016/j.cplett.2021.138907', '10.1016/j.cplett.2021.138907', '10.1016/j.jcat.2009.08.014', '10.1016/j.commatsci.2008.09.011', '10.1016/j.commatsci.2008.09.011', '10.1016/S0039-6028(99)01216-9', '10.1016/j.apsusc.2010.08.124', '10.1016/j.dyepig.2023.111115', '10.1016/j.dyepig.2023.111115', '10.1016/j.commatsci.2019.109222', '10.1016/j.commatsci.2019.109222', '10.1016/j.commatsci.2019.109222', '10.1016/j.electacta.2017.09.022', '10.1016/j.ijleo.2021.167107', '10.1016/j.ijleo.2021.167107', '10.1016/j.ijleo.2021.167107', '10.1016/j.jallcom.2011.11.002', '10.1016/j.commatsci.2010.05.034', '10.1016/j.materresbull.2013.04.002', '10.1016/j.mseb.2007.01.030', '10.1016/j.surfin.2021.101028', '10.1016/j.jssc.2016.02.003', '10.1016/j.cplett.2015.03.056', '10.1016/j.cplett.2015.03.056', '10.1016/j.matchemphys.2018.03.066', '10.1016/j.snb.2012.12.038', '10.1016/j.physleta.2015.12.027', '10.1016/S0166-1280(03)00200-8', '10.1016/S0166-1280(03)00200-8', '10.1016/j.apcatb.2018.10.031', '10.1016/j.jssc.2011.05.036', '10.1016/j.matchemphys.2019.121874', '10.1016/j.apsusc.2022.152641', '10.1016/j.cplett.2015.08.049', '10.1016/j.cplett.2015.08.049', '10.1016/j.physe.2016.03.016', '10.1016/j.physe.2016.03.016', '10.1016/j.physe.2016.03.016', '10.1016/j.physe.2016.03.016', '10.1016/j.physe.2016.03.016', '10.1016/j.physe.2016.03.016', '10.1016/j.physe.2016.03.016', '10.1016/j.snb.2018.04.046', '10.1016/j.snb.2018.04.046', '10.1016/S0167-2738(00)00426-4', '10.1016/j.jallcom.2011.03.012', '10.1016/j.jallcom.2022.164817', '10.1016/j.mseb.2019.06.003', '10.1016/j.ijhydene.2016.06.077', '10.1016/j.apcatb.2013.04.061', '10.1016/j.apcatb.2013.04.061', '10.1016/j.apcatb.2016.01.025', '10.1016/j.jphotochemrev.2014.10.005', '10.1016/j.ijhydene.2018.06.006', '10.1016/j.ijhydene.2018.06.006', '10.1016/j.ijhydene.2018.06.006', '10.1016/j.jallcom.2017.05.119', '10.1016/j.jallcom.2017.05.119', '10.1016/j.jallcom.2017.05.119', '10.1016/j.jmgm.2012.09.004', '10.1016/j.jmgm.2012.09.004', '10.1016/j.saa.2014.07.094', '10.1016/j.saa.2014.07.094', '10.1016/j.saa.2014.07.094', '10.1016/j.ssc.2005.07.014', '10.1016/j.ssc.2005.07.014', '10.1016/j.ssc.2005.07.014', '10.1016/j.ssc.2005.07.014', '10.1016/j.mejo.2020.104988', '10.1016/j.ceramint.2016.05.200', '10.1016/j.ceramint.2016.05.200', '10.1016/j.ceramint.2016.05.200', '10.1016/j.cplett.2008.03.018', '10.1016/j.comptc.2016.10.006', '10.1016/j.jallcom.2014.04.182', '10.1016/j.physb.2011.05.061', '10.1016/j.physb.2011.05.061', '10.1016/j.jallcom.2012.09.077', '10.1016/j.apsusc.2010.10.107', '10.1016/j.apsusc.2010.10.107', '10.1016/j.apsusc.2008.05.332', '10.1016/j.cocom.2017.08.005', '10.1016/j.cocom.2017.08.005', '10.1016/j.physb.2011.12.128', '10.1016/j.physb.2011.12.128', '10.1016/j.physb.2011.12.128', '10.1016/S0920-5861(03)00382-1', '10.1016/j.apcata.2007.03.017', '10.1016/j.apcata.2007.03.017', '10.1016/j.apcata.2007.03.017', '10.1016/j.rinp.2019.01.081', '10.1016/j.rser.2020.109957', '10.1016/j.chemphys.2017.11.021', '10.1016/j.jssc.2010.12.013', '10.1016/j.mtcomm.2021.102924', '10.1016/j.cplett.2017.02.001', '10.1016/j.cplett.2017.02.001', '10.1016/j.cplett.2010.10.001', '10.1016/j.cplett.2010.10.001', '10.1016/j.physb.2021.413443', '10.1016/j.solener.2018.01.056', '10.1016/j.apsusc.2020.147793', '10.1016/j.apsusc.2020.147793', '10.1016/j.apsusc.2020.147793', '10.1016/j.catcom.2012.10.014', '10.1016/j.catcom.2012.10.014', '10.1016/j.cplett.2021.138907', '10.1016/j.cplett.2021.138907', '10.1016/j.dyepig.2023.111115', '10.1016/j.dyepig.2023.111115', '10.1016/j.tsf.2010.03.098']"
BaSnO3,"[0.4, 0.79, 2.6, 2.61, 3.25, 3.4, 3.4, 3.6]","['10.1016/j.mtcomm.2020.101868', '10.1016/j.mtcomm.2020.101868', '10.1016/j.mssp.2021.106220', '10.1016/j.mssp.2014.12.031', '10.1016/j.mssp.2014.12.031', '10.1016/j.mssp.2014.12.031', '10.1016/j.physb.2022.414306', '10.1016/j.solidstatesciences.2010.01.020']"
AlN,"[0.08, 0.16, 0.4, 0.4, 0.7, 1.02, 1.38, 1.59, 1.62, 2.125, 2.26, 2.37, 2.47, 2.56, 2.61, 2.65, 2.89, 2.89, 2.89, 2.9, 2.93, 2.93, 2.954, 2.954, 2.96, 3.01, 3.02, 3.08, 3.08, 3.2, 3.395, 3.835, 3.93, 4.0, 4.01, 4.03, 4.11, 4.11, 4.2, 4.26, 4.283, 4.41, 4.46, 4.46, 4.47, 4.939, 5.017, 5.275, 5.36, 5.62, 6.0, 6.0, 6.09, 6.1, 6.2, 6.2, 6.2, 6.2, 6.2, 6.2, 6.2, 6.2, 6.2, 6.2, 6.2, 6.2, 6.2, 6.2, 6.2, 6.26, 6.28]","['10.1016/j.comptc.2011.07.027', '10.1016/j.comptc.2011.07.027', '10.1016/j.jmmm.2010.12.039', '10.1016/j.mssp.2012.03.013', '10.1016/j.mssp.2012.03.013', '10.1016/j.physe.2018.05.019', '10.1016/j.ijleo.2019.163792', '10.1016/j.physe.2018.01.027', '10.1016/j.physb.2012.05.035', '10.1016/j.jcrysgro.2020.125907', '10.1016/j.ceramint.2019.05.261', '10.1016/j.jnlest.2022.100176', '10.1016/j.cocom.2021.e00564', '10.1016/j.mseb.2022.115973', '10.1016/j.mseb.2022.115973', '10.1016/j.physb.2012.03.018', '10.1016/j.physb.2012.03.018', '10.1016/j.physleta.2011.07.039', '10.1016/j.physleta.2011.07.039', '10.1016/j.physleta.2011.07.039', '10.1016/j.rio.2023.100423', '10.1016/j.commatsci.2021.110603', '10.1016/j.ssc.2011.08.024', '10.1016/j.ijleo.2021.167455', '10.1016/j.ijleo.2021.167455', '10.1016/j.spmi.2014.05.020', '10.1016/j.ssc.2011.03.020', '10.1016/j.jssc.2022.123153', '10.1016/j.susc.2021.121891', '10.1016/j.jmmm.2012.11.031', '10.1016/j.commatsci.2018.07.060', '10.1016/j.physe.2017.03.020', '10.1016/j.physe.2017.03.020', '10.1016/j.physe.2017.03.020', '10.1016/j.physe.2008.07.008', '10.1016/j.apsusc.2020.146445', '10.1016/j.physleta.2020.126444', '10.1016/j.physleta.2020.126444', '10.1016/j.physleta.2020.126444', '10.1016/j.physleta.2020.126444', '10.1016/j.physleta.2020.126444', '10.1016/j.optcom.2013.06.061', '10.1016/j.ijleo.2017.06.132', '10.1016/j.ijleo.2017.06.132', '10.1016/j.ijleo.2017.06.132', '10.1016/j.ssc.2018.07.010', '10.1016/j.chemphys.2020.110829', '10.1016/j.spmi.2014.09.037', '10.1016/j.mssp.2020.105049', '10.1016/j.mssp.2021.106122', '10.1016/j.mssp.2021.106122', '10.1016/j.mssp.2021.106122', '10.1016/j.jpcs.2018.03.035', '10.1016/j.jpcs.2018.03.035', '10.1016/j.optcom.2016.08.078', '10.1016/j.solidstatesciences.2010.07.016', '10.1016/j.tsf.2015.09.072', '10.1016/j.matchemphys.2012.08.046', '10.1016/j.matchemphys.2012.08.046', '10.1016/j.physb.2011.11.026', '10.1016/j.physb.2011.11.026', '10.1016/j.physb.2011.11.026', '10.1016/j.solidstatesciences.2011.06.027', '10.1016/j.solidstatesciences.2011.06.027', '10.1016/j.apsusc.2021.150826', '10.1016/j.ssc.2022.114705', '10.1016/j.solidstatesciences.2010.11.030', '10.1016/j.solidstatesciences.2010.11.030', '10.1016/j.apsusc.2020.146445', '10.1016/j.commatsci.2022.111852', '10.1016/j.vacuum.2018.03.058']"
V2O3,"[0.1, 0.2, 0.25, 0.6]","['10.1016/j.physe.2021.114690', '10.1016/S0370-1573(01)00018-7', '10.1016/j.susc.2017.01.008', '10.1016/j.commatsci.2018.01.048', '10.1016/S0039-6028(01)01395-4']"
SnO2,"[0.036, 0.036, 0.607, 0.65, 0.781, 0.848, 1.0, 1.196, 1.21, 1.211, 1.29, 1.4, 1.4, 1.46, 1.5, 1.7, 1.7, 1.7, 2.0, 2.07, 2.2, 2.3, 2.53, 2.64, 2.723, 2.834, 2.86, 2.86, 2.991, 3.1, 3.1, 3.23, 3.3, 3.3, 3.4, 3.5, 3.5, 3.51, 3.57, 3.6, 3.6, 3.6, 3.6, 3.6, 3.6, 3.6, 3.6, 3.6, 3.6, 3.6, 3.6, 3.6, 3.6, 3.6, 3.6, 3.6, 3.6, 3.6, 3.6, 3.6, 3.62, 3.65, 3.6505, 3.8, 4.0, 4.05, 4.06, 4.105, 6.0, 8.22]","['10.1016/j.ceramint.2019.06.153', '10.1016/j.apsusc.2008.07.031', '10.1016/j.matchemphys.2020.123474', '10.1016/j.jallcom.2020.156067', '10.1016/j.physb.2012.09.038', '10.1016/j.physb.2012.09.038', '10.1016/j.materresbull.2018.01.050', '10.1016/j.ceramint.2020.01.030', '10.1016/j.spmi.2015.02.046', '10.1016/j.spmi.2015.02.046', '10.1016/j.physb.2013.04.018', '10.1016/j.mssp.2021.105762', '10.1016/j.matchemphys.2019.121874', '10.1016/j.tsf.2012.07.001', '10.1016/S1872-2067(20)63737-8', '10.1016/S0039-6028(02)01542-X', '10.1016/S0039-6028(02)01542-X', '10.1016/j.vacuum.2023.111914', '10.1016/j.commatsci.2009.03.027', '10.1016/j.ssc.2019.113764', '10.1016/j.ssc.2019.113764', '10.1016/j.commatsci.2011.10.028', '10.1016/j.vacuum.2014.03.016', '10.1016/j.vacuum.2014.03.016', '10.1016/j.vacuum.2014.03.016', '10.1016/j.commatsci.2010.12.018', '10.1016/j.commatsci.2022.111877', '10.1016/j.apsusc.2017.05.176', '10.1016/j.commatsci.2009.11.038', '10.1016/j.apsusc.2012.10.097', '10.1016/j.matchemphys.2013.02.046', '10.1016/j.physb.2012.01.122', '10.1016/j.jallcom.2022.164687', '10.1016/j.jallcom.2022.164687', '10.1016/j.jallcom.2013.05.057', '10.1016/j.jallcom.2013.05.057', '10.1016/j.jallcom.2018.05.015', '10.1016/j.electacta.2015.03.086', '10.1016/j.theochem.2004.10.046', '10.1016/S0040-6090(02)00195-5', '10.1016/j.physb.2023.414705', '10.1016/j.jallcom.2020.156067', '10.1016/j.ceramint.2020.01.030', '10.1016/j.ceramint.2020.01.030', '10.1016/j.matchemphys.2019.121874', '10.1016/j.elspec.2020.146934', '10.1016/j.surfcoat.2017.05.026', '10.1016/j.jhazmat.2019.120972', '10.1016/j.apsusc.2004.10.026', '10.1016/j.optmat.2022.112736', '10.1016/j.optmat.2022.112736', '10.1016/j.commatsci.2011.10.028', '10.1016/j.commatsci.2011.10.028', '10.1016/j.physb.2011.03.048', '10.1016/j.apsusc.2017.05.176', '10.1016/j.cocom.2022.e00642', '10.1016/j.cocom.2022.e00642', '10.1016/j.cocom.2022.e00642', '10.1016/j.cocom.2022.e00642', '10.1016/j.cocom.2022.e00642', '10.1016/j.cocom.2022.e00642', '10.1016/j.cocom.2022.e00642', '10.1016/j.cocom.2022.e00642', '10.1016/j.cocom.2022.e00642', '10.1016/j.physb.2012.01.122', '10.1016/j.physb.2012.01.122', '10.1016/j.materresbull.2019.110645', '10.1016/j.electacta.2020.135950', '10.1016/j.electacta.2020.135950', '10.1016/j.ssc.2009.01.010']"
Er,"[0.13, 2.5, 2.79, 2.79, 2.96, 4.86]","['10.1016/j.physe.2022.115233', '10.1016/j.molstruc.2020.128148', '10.1016/j.molstruc.2020.128148', '10.1016/j.jlumin.2020.117322', '10.1016/j.mtcomm.2022.104441', '10.1016/j.actamat.2022.118114']"
CrGeTe3,"[0.48, 0.484]","['10.1016/j.physleta.2022.128000', '10.1016/j.commatsci.2020.110085']"
Na1Sr0.5Ta1O3,[2.82],['10.1016/j.seppur.2023.123856']
Cu(BiO2)2,[1.8],['10.1016/j.seppur.2023.123856']
Ge,"[0.016, 0.19, 0.2, 0.20700000000000002, 0.45, 0.53, 0.53, 0.57, 0.67, 0.7, 0.738, 0.74, 0.74, 0.75, 0.78, 0.93, 1.0, 1.08, 1.56, 1.57, 1.63, 1.8, 2.11, 2.76, 2.76, 3.55, 3.85, 5.41]","['10.1016/j.physb.2013.06.015', '10.1016/j.physb.2013.06.015', '10.1016/j.physb.2013.06.015', '10.1016/j.mssp.2022.106906', '10.1016/j.physb.2022.414384', '10.1016/j.apsusc.2022.155706', '10.1016/j.solidstatesciences.2009.06.018', '10.1016/j.matlet.2021.130993', '10.1016/j.theochem.2004.05.001', '10.1016/j.mtcomm.2021.103018', '10.1016/j.mtcomm.2021.103018', '10.1016/j.physe.2020.114454', '10.1016/j.elspec.2015.05.015', '10.1016/j.physe.2020.114152', '10.1016/j.solidstatesciences.2017.06.007', '10.1016/j.commatsci.2020.109529', '10.1016/j.susc.2007.12.040', '10.1016/j.commatsci.2013.05.029', '10.1016/j.matdes.2017.07.036', '10.1016/j.mtcomm.2021.102499', '10.1016/j.matlet.2021.130993', '10.1016/j.physb.2021.413033', '10.1016/j.physb.2021.413033', '10.1016/j.physb.2021.413033', '10.1016/j.mtcomm.2020.101989', '10.1016/j.ijleo.2017.04.054', '10.1016/j.commatsci.2020.110181', '10.1016/j.spmi.2017.07.042', '10.1016/j.spmi.2017.07.042']"
MgSnO2,[1.01],['10.1016/j.jpcs.2021.110011']
CsYbCl3,[0.507],['10.1016/j.physb.2021.413650']
MoI3,"[0.96, 1.392, 2.267, 2.356, 2.4, 2.497, 2.645]","['10.1016/j.jmmm.2022.169163', '10.1016/j.jmmm.2022.169163', '10.1016/j.jmmm.2022.169163', '10.1016/j.jmmm.2022.169163', '10.1016/j.jmmm.2022.169163', '10.1016/j.jmmm.2022.169163', '10.1016/j.jmmm.2022.169163']"
Tl4PbI6,"[2.347, 2.347, 2.347, 2.35, 2.9]","['10.1016/j.optmat.2021.110982', '10.1016/j.optmat.2021.110982', '10.1016/j.optmat.2021.110982', '10.1016/j.optmat.2021.110982', '10.1016/j.optmat.2021.110982']"
Ca2MoOsO6,[0.2],['10.1016/j.jmmm.2018.07.071']
Sr2Bi2O5,"[2.41, 2.41, 2.5]","['10.1016/j.jpcs.2011.08.030', '10.1016/j.jpcs.2011.08.030', '10.1016/j.jallcom.2015.10.199']"
ThS2,"[1.037, 2.622]","['10.1016/j.jnucmat.2018.05.008', '10.1016/j.jnucmat.2018.05.008']"
ThSe2,"[0.631, 1.978]","['10.1016/j.jnucmat.2018.05.008', '10.1016/j.jnucmat.2018.05.008']"
